City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
83,motueka,-41.1333,173.0167,8.39,86,46,1.39,NZ,1722111808
84,richards bay,-28.783,32.0377,21.76,63,0,5.44,ZA,1722111809
85,broome,42.2506,-75.833,28.14,45,40,2.24,US,1722111809
86,kapuskasing,49.4169,-82.4331,31.05,48,75,7.2,CA,1722111711
87,howrah,22.5892,88.3103,29.0,89,75,2.06,IN,1722111809
88,hun,29.1268,15.9477,31.69,22,0,7.15,LY,1722111810
89,pisco,-13.7,-76.2167,18.03,77,0,3.6,PE,1722111734
90,sitka,57.0531,-135.33,13.94,94,100,3.09,US,1722111697
91,yellowknife,62.456,-114.3525,25.79,45,20,3.6,CA,1722111692
92,luderitz,-26.6481,15.1594,14.61,74,79,4.46,NA,1722111811
93,west island,-12.1568,96.8225,26.99,89,40,9.26,CC,1722111703
94,zalingei,12.9096,23.4741,22.13,90,90,1.98,SD,1722111812
95,sanok,49.5557,22.2056,22.46,64,90,2.93,PL,1722111812
96,blackmans bay,-43.0167,147.3167,5.07,90,100,0.89,AU,1722111687
97,caleta olivia,-46.4393,-67.5281,7.95,32,3,9.58,AR,1722111520
98,cinisi,38.1562,13.1073,28.81,83,0,5.14,IT,1722111813
99,tateyama,34.9833,139.8667,27.28,93,100,2.36,JP,1722111813
100,sao francisco,-15.9486,-44.8644,30.78,28,5,2.48,BR,1722111813
101,hastings,50.8552,0.5729,19.07,79,0,5.09,GB,1722111813
102,le vauclin,14.5452,-60.8388,31.03,66,40,6.17,MQ,1722111814
103,pultusk,52.7025,21.0828,23.94,66,100,2.34,PL,1722111814
104,laojunmiao,39.8333,97.7333,22.34,33,65,4.09,CN,1722111815
105,pitea,65.3172,21.4794,19.05,85,98,1.87,SE,1722111815
106,bredasdorp,-34.5322,20.0403,8.75,75,97,9.53,ZA,1722111717
107,usogorsk,63.4106,48.6872,10.79,82,89,2.03,RU,1722111817
108,vorgashor,67.5833,63.95,13.95,81,100,4.13,RU,1722111693
109,aral,40.5156,81.2636,33.06,20,70,3.37,CN,1722111817
110,ares,-6.1944,-35.1603,23.05,82,62,6.3,BR,1722111818
111,pangody,65.85,74.4859,15.7,64,63,6.82,RU,1722111818
112,ladario,-19.0047,-57.6017,35.16,26,0,5.66,BR,1722111818
113,pieksamaki,62.3,27.1333,15.86,98,100,2.04,FI,1722111818
114,constantia,44.1833,28.65,22.61,65,0,0.62,RO,1722111819
115,la union,-5.4,-80.75,26.19,47,2,7.1,PE,1722111819
116,petropavlovsk-kamchatsky,53.0452,158.6483,12.33,100,75,1.0,RU,1722111721
117,iskateley,67.6803,53.1512,7.3,86,100,4.71,RU,1722111727
118,nouadhibou,20.931,-17.0347,20.94,91,3,8.04,MR,1722111820
119,callao,-12.0667,-77.15,22.62,72,100,2.57,PE,1722111672
120,anadyr,64.75,177.4833,8.28,75,0,2.0,RU,1722111709
121,san jose del guaviare,2.5729,-72.6459,26.5,91,74,1.15,CO,1722111821
122,hadibu,12.65,54.0333,25.92,80,100,6.86,YE,1722111716
123,thompson,55.7435,-97.8558,21.09,52,75,6.69,CA,1722111730
124,port lincoln,-34.7333,135.8667,9.77,65,5,1.61,AU,1722111821
125,markaz-e hukumat-e darweshan,31.1323,64.1934,34.82,12,0,3.11,AF,1722111822
126,sandnessjoen,66.0217,12.6316,14.29,92,100,2.26,NO,1722111822
127,atafu village,-8.5421,-172.5159,27.8,65,69,3.07,TK,1722111683
128,hamilton,39.1834,-84.5333,32.1,37,0,2.57,US,1722111607
129,touros,-5.1989,-35.4608,25.03,84,11,7.06,BR,1722111823
130,haparanda,65.8355,24.1368,19.03,79,55,2.37,SE,1722111824
131,oamaru,-45.0784,170.9801,7.81,75,100,1.7,NZ,1722111824
132,solleftea,63.1667,17.2667,16.92,90,38,1.24,SE,1722111825
133,georgetown,5.4112,100.3354,30.53,65,20,3.6,MY,1722111701
134,north bend,43.4065,-124.2243,23.47,68,0,6.69,US,1722111828
135,fortuna,40.5982,-124.1573,15.55,84,20,6.17,US,1722111828
136,acarau,-2.8856,-40.12,27.26,72,3,8.66,BR,1722111829
137,afaahiti,-17.75,-149.2833,25.93,85,24,9.02,PF,1722111756
138,dolbeau-mistassini,48.8763,-72.212,28.36,56,87,3.1,CA,1722111830
139,vranje,42.5514,21.9003,19.77,38,0,2.41,RS,1722111831
140,rongelap,11.1635,166.8941,28.22,81,85,8.79,MH,1722111831
141,lihue,21.9789,-159.3672,26.77,71,40,7.2,US,1722111707
142,fortaleza,-3.7227,-38.5247,28.37,87,0,8.23,BR,1722111570
143,fiumicino-isola sacra,41.7675,12.2291,30.09,17,0,3.21,IT,1722111677
144,letterkenny,54.95,-7.7333,12.73,88,11,1.92,IE,1722111723
145,asau,46.4333,26.4,19.6,74,19,2.19,RO,1722111833
146,happy valley-goose bay,53.3168,-60.3315,23.17,35,100,5.14,CA,1722111722
147,whitehorse,60.7161,-135.0538,15.05,71,100,1.54,CA,1722111738
148,suksun,57.1431,57.3949,9.15,95,90,6.13,RU,1722111835
149,san luis de la loma,17.2706,-100.8939,31.48,65,17,3.12,MX,1722111835
150,prado,-17.3411,-39.2208,24.16,76,2,4.82,BR,1722111836
151,tazovsky,67.4667,78.7,10.81,83,24,3.89,RU,1722111836
152,lenino,45.2986,35.7771,24.36,55,2,3.58,UA,1722111836
153,olonkinbyen,70.9221,-8.7187,5.35,95,100,5.76,SJ,1722111689
154,weno,7.4515,151.8468,25.97,83,100,1.54,FM,1722111837
155,tres passos,-27.4556,-53.9319,21.61,80,100,1.85,BR,1722111837
156,tomatlan,19.9333,-105.25,33.53,54,10,4.16,MX,1722111837
157,kodinsk,58.6881,99.1844,17.49,96,1,1.85,RU,1722111838
158,port mathurin,-19.6833,63.4167,23.14,74,66,6.29,MU,1722111730
159,kailua-kona,19.6406,-155.9956,27.38,78,40,2.57,US,1722111838
160,sovetskaya gavan',48.9723,140.2878,15.58,96,100,1.54,RU,1722111838
161,kardla,58.9978,22.7492,18.92,80,100,2.88,EE,1722111839
162,cockburn town,21.4612,-71.1419,32.98,70,40,5.14,TC,1722111840
163,san patricio,28.017,-97.5169,29.93,68,88,4.97,US,1722111840
164,holualoa,19.6228,-155.9522,25.31,80,40,2.57,US,1722111840
165,obo,5.3998,26.4869,20.54,97,100,0.49,CF,1722111840
166,youghal,51.95,-7.8506,16.56,80,0,3.95,IE,1722111841
167,san antonio de pale,-1.4014,5.6325,23.43,81,95,6.95,GQ,1722111738
168,xianshuigu,38.985,117.3828,27.0,89,75,3.0,CN,1722111842
169,pacific grove,36.6177,-121.9166,22.44,74,75,4.63,US,1722111842
170,ad dabbah,18.05,30.95,33.15,47,49,6.15,SD,1722111843
171,campbellton,48.0075,-66.6727,28.25,32,4,2.98,CA,1722111843
172,murrells inlet,33.551,-79.0414,30.59,70,75,4.63,US,1722111844
173,inarajan village,13.2736,144.7484,28.08,92,95,4.16,GU,1722111844
174,choctaw,35.4976,-97.2689,32.85,55,40,3.09,US,1722111844
175,stanley,54.868,-1.6985,15.77,84,20,2.57,GB,1722111608
176,merizo village,13.2658,144.6691,27.85,92,99,4.15,GU,1722111844
177,aktau,43.65,51.2,25.32,47,100,5.91,KZ,1722111845
178,obidos,-1.9175,-55.5181,35.22,36,29,2.73,BR,1722111845
179,east london,-33.0153,27.9116,17.41,41,0,2.04,ZA,1722111698
180,swift current,50.2834,-107.8014,24.45,27,0,10.29,CA,1722111728
181,calama,-22.4667,-68.9333,23.27,7,0,9.26,CL,1722111848
182,san andres,12.5847,-81.7006,31.01,70,20,4.12,CO,1722111842
183,ribeira grande,38.5167,-28.7,25.43,73,20,4.12,PT,1722111718
184,gore,-46.1028,168.9436,7.41,98,100,0.08,NZ,1722111849
185,san juan de miraflores,-12.1629,-76.9635,21.76,69,80,3.29,PE,1722111850
186,port saint john's,-31.6229,29.5448,17.62,50,0,2.81,ZA,1722111850
187,palora,-1.7,-77.9333,26.06,50,60,1.19,EC,1722111850
188,holbrook,40.8123,-73.0784,29.25,48,40,4.12,US,1722111658
189,yeppoon,-23.1333,150.7333,16.25,83,100,4.81,AU,1722111851
190,gobabis,-22.45,18.9667,11.31,8,0,3.84,NA,1722111851
191,samus',56.7475,84.6992,22.03,91,90,1.39,RU,1722111851
192,badger,64.8,-147.5333,13.32,79,100,7.2,US,1722111731
193,ancud,-41.8697,-73.8203,7.29,63,29,4.57,CL,1722111729
194,wuchang,44.9143,127.15,22.0,97,94,3.82,CN,1722111852
195,bam,29.106,58.357,37.21,9,91,4.07,IR,1722111852
196,braganca,-1.0536,-46.7656,27.63,72,21,2.5,BR,1722111852
197,wynyard,-41.0,145.7167,6.08,79,42,4.39,AU,1722111853
198,choszczno,53.169,15.4205,20.08,90,100,1.08,PL,1722111853
199,marquette,46.5333,-87.6335,30.46,60,0,4.02,US,1722111853
200,al jawf,29.5,38.75,30.67,23,0,4.32,SA,1722111854
201,hawaiian paradise park,19.5933,-154.9731,25.02,87,79,4.24,US,1722111710
202,salvacion,7.9833,126.1333,21.89,92,92,1.23,PH,1722111855
203,ola,59.5833,151.2833,13.32,59,100,2.5,RU,1722111735
204,kenai,60.5544,-151.2583,17.05,65,0,6.17,US,1722111415
205,bandundu,-3.3167,17.3667,27.38,38,34,1.13,CD,1722111857
206,saipan,15.1355,145.701,28.39,89,40,4.12,MP,1722111857
207,marang,5.2056,103.2059,27.95,93,100,2.64,MY,1722111857
208,city of balikpapan,-1.242,116.8942,27.97,89,75,2.06,ID,1722111857
209,nar'yan-mar,67.6713,53.087,7.31,86,100,4.74,RU,1722111742
210,dongfeng,42.6403,125.5118,21.78,99,100,3.07,CN,1722111858
211,saddiqabad,28.3062,70.1307,38.02,39,100,5.7,PK,1722111859
212,alupka,44.4167,34.05,24.14,52,0,3.63,UA,1722111859
213,tchintabaraden,15.8969,5.7985,28.54,69,100,12.68,NE,1722111859
214,mount pearl,47.5166,-52.7813,17.19,74,20,3.09,CA,1722111732
215,wanning,18.8003,110.3967,26.98,91,100,3.97,CN,1722111860
216,kristianstad,56.0313,14.1524,14.08,88,25,1.03,SE,1722111860
217,pimentel,-6.8367,-79.9342,22.16,60,0,7.72,PE,1722111861
218,nikolayevsk-on-amure,53.1406,140.73,16.03,95,100,1.12,RU,1722111861
219,tynda,55.1667,124.7167,15.1,87,0,0.62,RU,1722111862
220,egilsstadir,65.2653,-14.3948,11.95,87,75,2.06,IS,1722111862
221,balykshi,47.0667,51.8667,20.0,52,0,3.0,KZ,1722111862
222,eureka,40.8021,-124.1637,27.04,77,75,1.79,US,1722111863
223,askoy,60.4092,5.226,15.16,82,20,1.03,NO,1722111863
224,nuuk,64.1835,-51.7216,5.34,93,100,2.57,GL,1722111808
225,noyabrsk,63.1994,75.4507,19.18,83,100,3.79,RU,1722111864
226,belomorsk,64.5232,34.7668,11.49,70,9,1.21,RU,1722111865
227,lauro de freitas,-12.8944,-38.3272,26.01,65,40,3.6,BR,1722111795
228,tamandare,-8.7597,-35.1047,24.78,74,94,3.68,BR,1722111866
229,isangel,-19.55,169.2667,20.44,66,36,5.02,VU,1722111866
230,krasnyy yar,46.5331,48.3456,23.96,33,49,3.41,RU,1722111867
231,la passe,45.5549,-0.8967,24.13,79,29,4.57,FR,1722111868
232,remire-montjoly,4.9167,-52.2667,31.02,70,0,4.63,GF,1722111869
233,mushie,-3.0167,16.9,27.14,39,7,1.1,CD,1722111870
234,lazaro cardenas,17.9583,-102.2,30.96,66,5,5.04,MX,1722111713
235,paraty,-23.2178,-44.7131,23.42,62,100,0.98,BR,1722111872
236,barra do pirai,-22.47,-43.8256,24.76,38,96,2.36,BR,1722111615
237,anar darah,32.7587,61.654,33.6,16,3,3.01,AF,1722111872
238,beloyarskiy,63.7119,66.6722,15.5,99,100,3.3,RU,1722111873
239,douentza,14.9951,-2.9517,35.48,40,89,2.95,ML,1722111873
240,naliya,23.2667,68.8333,28.31,83,100,5.95,IN,1722111874
241,sao luis de montes belos,-16.525,-50.3722,31.02,19,0,0.77,BR,1722111874
242,quincy,42.2529,-71.0023,30.89,49,9,2.24,US,1722111875
243,itoman,26.1247,127.6694,29.43,89,20,5.14,JP,1722111875
244,laurens,32.4502,-82.9165,32.38,63,100,2.38,US,1722111876
245,mubarakpur,26.09,83.2922,31.94,66,82,4.59,IN,1722111876
246,namibe,-15.1961,12.1522,15.55,87,41,1.94,AO,1722111876
247,wailua homesteads,22.0669,-159.378,26.44,78,40,7.2,US,1722111708
248,kanniyakumari,8.0833,77.5667,26.58,77,98,8.25,IN,1722111877
249,saint-pierre,-21.3393,55.4781,18.82,55,0,2.57,RE,1722111504
250,amungan,15.3652,119.9582,26.55,83,100,1.86,PH,1722111878
251,kapa'a,22.0752,-159.319,27.18,76,40,7.2,US,1722111693
252,smirnykh,49.75,142.8333,15.12,85,63,1.6,RU,1722111879
253,bermejo,-32.8833,-68.8,16.95,29,0,1.54,AR,1722111880
254,galle,6.0367,80.217,27.38,86,73,6.48,LK,1722111880
255,amga,60.8953,131.9608,16.69,88,80,1.28,RU,1722111881
256,vilyuysk,63.7553,121.6247,12.12,74,100,1.54,RU,1722111881
257,huarmey,-10.0681,-78.1522,20.31,69,2,4.86,PE,1722111881
258,la foa,-21.7108,165.8276,17.44,74,40,1.59,NC,1722111882
259,san pedro pochutla,15.7333,-96.4667,34.84,50,100,3.52,MX,1722111882
260,tieli,46.95,128.05,20.61,98,100,3.23,CN,1722111625
261,surgut,61.25,73.4167,19.1,100,75,4.0,RU,1722111883
262,krasnozerskoye,53.9828,79.2374,19.16,61,100,2.49,RU,1722111733
263,isafjordur,66.0755,-23.124,9.22,88,100,4.19,IS,1722111710
264,goure,13.9835,10.2704,25.96,79,99,9.16,NE,1722111753
265,daru,-9.0763,143.2092,24.57,80,100,6.45,PG,1722111885
266,suncho corral,-27.9336,-63.4294,26.16,28,0,3.12,AR,1722111885
267,kalkaman,51.9525,76.0211,25.75,36,100,3.43,KZ,1722111885
268,geraldton,-28.7667,114.6,10.23,93,0,6.17,AU,1722111886
269,kabalo,-6.05,26.9167,25.79,17,6,2.09,CD,1722111887
270,jwaneng,-24.6004,24.7303,10.31,14,0,3.69,BW,1722111888
271,nemuro,43.3236,145.575,15.23,95,100,4.62,JP,1722111744
272,hue,16.4667,107.6,29.06,70,40,0.51,VN,1722111889
273,nadym,65.5333,72.5167,15.72,65,5,8.13,RU,1722111746
274,antofagasta,-23.65,-70.4,15.6,78,11,2.24,CL,1722111650
275,mafinga,-7.25,35.0667,19.98,32,0,2.06,TZ,1722111890
276,minas de marcona,-15.2119,-75.1103,15.66,59,0,7.38,PE,1722111711
277,york,40.1254,-77.0,30.62,36,0,3.6,US,1722111891
278,kargasok,59.0556,80.8572,19.38,94,97,2.02,RU,1722111891
279,praia da vitoria,38.7333,-27.0667,24.86,78,40,2.65,PT,1722111892
280,coxim,-18.5067,-54.76,35.74,13,0,2.29,BR,1722111631
281,causeni,46.6442,29.4139,22.57,50,19,2.53,MD,1722111892
282,ta`u,-14.2336,-169.5144,26.04,75,68,8.94,AS,1722111892
283,yerofey pavlovich,53.9667,121.9667,15.95,83,5,0.53,RU,1722111893
284,grand falls-windsor,48.9332,-55.6649,23.61,44,46,3.41,CA,1722111659
285,new norfolk,-42.7826,147.0587,5.72,99,79,0.88,AU,1722111893
286,selfoss,63.9331,-20.9971,11.6,98,100,5.65,IS,1722111894
287,jamsankoski,61.919,25.1701,18.27,79,93,2.45,FI,1722111894
288,krasnopavlivka,49.1372,36.3272,21.84,30,100,1.14,UA,1722111894
289,port macquarie,-31.4333,152.9167,9.94,98,11,0.89,AU,1722111895
290,shar,49.5886,81.0453,26.11,43,83,4.85,KZ,1722111895
291,longyearbyen,78.2186,15.6401,9.91,87,75,4.63,SJ,1722111696
292,tukrah,32.5341,20.5791,27.27,72,0,5.79,LY,1722111896
293,santa helena,-2.2311,-45.3,32.1,44,15,2.69,BR,1722111896
294,fale old settlement,-9.3852,-171.2468,27.67,65,53,2.92,TK,1722111897
295,auki,-8.7676,160.7034,24.29,93,76,1.79,SB,1722111897
296,lompoc,34.6391,-120.4579,25.08,64,0,7.2,US,1722111712
297,ambon,-3.6954,128.1814,24.93,95,40,3.09,ID,1722111898
298,razole,16.4833,81.8333,25.76,87,75,2.63,IN,1722111899
299,genhe,50.7833,121.5167,13.03,98,68,1.38,CN,1722111900
300,karratha,-20.7377,116.8463,16.46,26,47,4.22,AU,1722111756
301,kristiansund,63.1115,7.732,15.36,87,75,2.57,NO,1722111901
302,nanakuli,21.3906,-158.1547,26.97,69,40,5.14,US,1722111902
303,arraial do cabo,-22.9661,-42.0278,23.98,83,0,3.6,BR,1722111902
304,egersund,58.4513,5.9997,16.32,86,14,3.91,NO,1722111903
305,sur,22.5667,59.5289,34.93,42,100,2.36,OM,1722111903
306,keflavik,64.0049,-22.5624,11.95,100,100,8.23,IS,1722111904
307,lodja,-3.4833,23.4333,23.71,49,1,0.39,CD,1722111747
308,labuan bajo,-8.4964,119.8877,24.3,88,29,2.58,ID,1722111904
309,darwin,-12.4611,130.8418,24.99,83,100,2.06,AU,1722111695
310,nashik,19.9833,73.8,23.1,97,100,6.55,IN,1722111906
311,baiti,13.745,-14.7482,30.48,63,70,2.42,SN,1722111906
312,kamar mushani,32.8439,71.3669,38.64,38,0,4.16,PK,1722111907
313,ambovombe,-25.1667,46.0833,19.4,82,44,4.59,MG,1722111908
314,zhangatas,43.5667,69.75,26.01,23,0,1.81,KZ,1722111909
315,meadow lake,34.8014,-106.5436,31.41,39,0,1.93,US,1722111909
316,puerto baquerizo moreno,-0.9,-89.6,23.55,60,75,7.72,EC,1722111718
317,nicoya,10.1483,-85.452,26.02,89,100,0.75,CR,1722111707
318,chibougamau,49.9168,-74.3659,24.79,41,0,5.14,CA,1722111911
319,junin de los andes,-39.9504,-71.0694,3.78,49,93,4.26,AR,1722111884
320,taoudenni,22.6783,-3.9836,40.79,9,0,4.13,ML,1722111912
321,aykhal,66.0,111.5,13.87,81,35,2.19,RU,1722111912
322,pamekasan,-7.1568,113.4746,24.11,86,82,3.45,ID,1722111913
323,hafnarfjordur,64.0671,-21.9377,11.93,94,100,6.69,IS,1722111914
324,cambria,35.5641,-121.0808,29.54,67,19,5.25,US,1722111914
325,scottburgh,-30.2867,30.7532,16.85,78,0,2.61,ZA,1722111914
326,kochkor-ata,41.0389,72.4833,27.91,29,0,3.12,UZ,1722111915
327,undurkhaan,47.3194,110.6556,14.66,91,5,1.56,MN,1722111916
328,coquimbo,-29.9533,-71.3436,14.85,65,0,5.14,CL,1722111759
329,kolpny,52.2282,37.0368,19.12,56,99,3.35,RU,1722111916
330,akcakale,36.7111,38.9475,31.73,22,0,4.77,TR,1722111917
331,uturoa,-16.7333,-151.4333,26.59,82,11,8.52,PF,1722111697
332,leua,48.2156,18.6071,27.5,39,16,2.49,SK,1722111917
333,amursk,50.2261,136.8994,18.76,91,99,2.39,RU,1722111918
334,hobyo,5.3505,48.5268,24.53,85,62,11.11,SO,1722111733
335,loreto,22.2667,-101.9667,24.04,39,20,2.43,MX,1722111919
336,nampula,-15.1165,39.2666,19.97,83,0,1.54,MZ,1722111919
337,shorapur,16.5167,76.75,24.25,81,100,7.92,IN,1722111920
338,alvesta,56.8993,14.5556,15.81,72,0,1.54,SE,1722111921
339,oyama,36.3,139.8,29.77,91,100,0.89,JP,1722111742
340,badr hunayn,23.7829,38.7905,32.08,36,18,0.6,SA,1722111922
341,ghadamis,30.1337,9.5007,35.2,12,0,5.48,LY,1722111922
342,west odessa,31.8424,-102.4988,34.27,29,0,8.23,US,1722111922
343,arno,60.1167,18.6333,18.21,88,0,3.36,SE,1722111709
344,salalah,17.0151,54.0924,26.05,94,100,1.54,OM,1722111923
345,manay,7.215,126.5397,22.93,87,60,2.3,PH,1722111718
346,horta,38.5333,-28.6333,25.01,82,20,4.12,PT,1722111923
347,kachug,53.9606,105.8817,16.28,91,92,1.12,RU,1722111924
348,margate,51.3813,1.3862,19.93,65,100,4.09,GB,1722111925
349,mamadysh,55.7152,51.408,16.6,79,97,3.33,RU,1722111926
350,mason city,43.1536,-93.201,30.2,65,20,7.2,US,1722111927
351,salahonda,2.1019,-78.7217,26.26,81,37,5.15,CO,1722111928
352,nasarawa,8.5294,7.7242,24.04,92,95,1.51,NG,1722111929
353,dharur,18.8167,76.1167,22.54,89,100,8.54,IN,1722111929
354,balqash,46.8481,74.995,26.44,30,27,5.26,KZ,1722111930
355,chios,38.3678,26.1358,27.92,57,0,5.66,GR,1722111931
356,talara,-4.5772,-81.2719,24.42,64,0,7.33,PE,1722111931
357,puerto san jose,13.9256,-90.8244,32.03,62,75,5.14,GT,1722111932
358,ascension,30.2169,-90.9001,31.67,61,35,2.86,US,1722111932
359,zouerate,22.7187,-12.4521,37.42,10,0,7.3,MR,1722111932
360,piton saint-leu,-21.2196,55.3151,17.06,55,0,2.57,RE,1722111933
361,arkhangel'sk,64.5401,40.5433,14.06,82,0,2.0,RU,1722111933
362,el granada,37.5027,-122.4694,18.9,84,75,6.17,US,1722111933
363,avila,40.5833,-5.0,24.58,32,19,3.23,ES,1722111934
364,hluti,-27.2167,31.6167,15.88,56,0,1.47,SZ,1722111934
365,alofi,-19.0595,-169.9187,22.94,64,20,6.69,NU,1722111934
366,pointe michel,15.25,-61.3833,32.52,62,40,0.51,DM,1722111935
367,codrington,-38.2667,141.9667,8.51,67,59,8.0,AU,1722111935
